ID,HashTags,TweetText,Output,mentions_other,URLs,User
341,RoeVWade,"Impeach Brett Kavanaugh. 

He lied under oath. 

At a minimum. 

#RoeVWade","Impeach Brett Kavanaugh. 

He lied under oath. 

At a minimum. 

#RoeVWade",Brett Kavanaugh;;;,,ChewyandKelvin
342,,"Sex worker rights and abortion rights are more intimately connected than people want to admit. When SESTA passed, sex workers warned that we are the canaries in the coal mine, and now look where we are #RoeVWade","Sex worker rights and abortion rights are more intimately connected than people want to admit. When SESTA passed, sex workers warned that we are the canaries in the coal mine, and now look where we are #RoeVWade",;SESTA,,timmins316
343,,"I'm still waiting for crusader for women's rights, Ivanka Trump to rebuke Alabama lawmakers. Has anyone heard from her, or is she doing what she usually does when women's rights are under assault — which is go into hiding. #AlabamaAbortionBan #RoeVWade #WomensRightsAreHumanRights ","I'm still waiting for crusader for women's rights, Ivanka Trump to rebuke Alabama lawmakers. Has anyone heard from her, or is she doing what she usually does when women's rights are under assault — which is go into hiding. #AlabamaAbortionBan #RoeVWade #WomensRightsAreHumanRights ","Ivanka Trump,Alabama;;",,hartsigns
344,,"""We're not gonna boycott Alabama. We're having our convention there this year! Wahooo!!!"" -United Rapists and Incest Practitioners of America (it's Great again!) 

#RoeVWade #BoycottAlabama #WomensRightsAreHumanRights #AlabamaHatesWomen #AlabamaAbortionBan","""We're not gonna boycott Alabama. We're having our convention there this year! Wahooo!!!"" -United Rapists and Incest Practitioners of America (it's Great again!) 

#RoeVWade #BoycottAlabama #WomensRightsAreHumanRights #AlabamaHatesWomen #AlabamaAbortionBan",Alabama;;;America,,BerkeleyGirl63
345,RoeVWade,"The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ","The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ",;;;;,,Devonnessmile
346,,"I used to be ok with abortions, now I would love for it to be banned. Live with your decisions. I would love to see a future world were civil action were allowed to be filed by father's who never got to see there kids grow up bc the woman killed it out of spite, like so many do. ","I used to be ok with abortions, now I would love for it to be banned. Live with your decisions. I would love to see a future world were civil action were allowed to be filed by father's who never got to see there kids grow up bc the woman killed it out of spite, like so many do. ",;;;,,KindeandTrue
347,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,DaynamiteDiva
348,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump",,charlenecarr1
349,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan","Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party;,,SimiMiller007
350,,"please take two minutes to read this, it’s incredibly important and pertinent to what’s happening in several states. the weight of the legislation that’s being passed needs to be realized. #RoeVWade ","please take two minutes to read this, it’s incredibly important and pertinent to what’s happening in several states. the weight of the legislation that’s being passed needs to be realized. #RoeVWade ",;;,,melsan75
351,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump",,BARTLEBOY
352,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,RTicks
353,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,,StormyBluePup
354,"fiverr, AlabamaAbortionBan","@TheSun Are you looking for convert PSD to HTML? Contact me at any time on #fiverr
Jets Gase #AlabamaAbortionBan #WednesdayWisdom Black Mirror #RoeVWade Morty 
","@TheSun Are you looking for convert PSD to HTML? Contact me at any time on #fiverr
Jets Gase #AlabamaAbortionBan #WednesdayWisdom Black Mirror #RoeVWade Morty 
","PSD,HTML;Jets Gase,Black Mirror,Morty",https://twitter.com/i/web/status/1128733270324027392,shafiqhammad7
355,RoeVWade,"The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ","The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ",;;;;,,ruthngonzalezz
356,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan","Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party;,,MzJayFord
357,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,,mariazude
358,,"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ","Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ",uterus;;;;,,howe_howell
359,,"What happened in Alabama can NEVER happen here in VA and as our Federal Judiciary now leans conservative, it’s important that #RoevWade continues to be the law of the land in VA. I will fight for a women’s right to have control over their own bodies #SaveRoe #MyBodyMyChoicePeriod","What happened in Alabama can NEVER happen here in VA and as our Federal Judiciary now leans conservative, it’s important that #RoevWade continues to be the law of the land in VA. I will fight for a women’s right to have control over their own bodies #SaveRoe #MyBodyMyChoicePeriod","Alabama,VA,Federal Judiciary,VA;",,TDye347
360,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right, &amp; above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ","Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right, &amp; above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion;,,RetiredRN1262
361,,"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ","Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ",uterus;;;;,,rcarr57
362,RoeVWade,Reminder: Roe herself DESPERATELY wanted to see #RoeVWade overturned. (But Planned Parenthood won’t want us to know that),Reminder: Roe herself DESPERATELY wanted to see #RoeVWade overturned. (But Planned Parenthood won’t want us to know that),Roe;Planned Parenthood,,prengerkfp
363,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,BigtrainRR
364,,"Basic health care includes safe, legal Abortion. Alabama’s backdoor abortion ban is an unconstitutional attack on women—an attack happening all across America. Let’s be very clear: We’re going to fight this ban and defend #RoeVWade. And we’ll win. ","Basic health care includes safe, legal Abortion. Alabama’s backdoor abortion ban is an unconstitutional attack on women—an attack happening all across America. Let’s be very clear: We’re going to fight this ban and defend #RoeVWade. And we’ll win. ","Abortion;Alabama,America;;",,MargaretSanfor
